id,post_date,reporting_date,country_code,author_id,overall_sentiment,brand,model,variant,ownership_status,vehicle_id,id-3,feedback_sentiment,feedback_subcategory
551014,06/01/2025,13/01/2025,FR,195932,Neutral,Tesla,Model 3,nan,Showing Interest,18,128006,Positive,Quality
551014,06/01/2025,13/01/2025,FR,195932,Neutral,Tesla,Model 3,nan,Showing Interest,18,128007,Positive,Driving Technologies
507018,03/01/2025,06/01/2025,DE,173757,Neutral,Skoda,Enyaq,nan,Not an Owner,5,90203,Negative,Handling/Driving Experience
623131,09/01/2025,13/01/2025,UNSURE,266465,,Tesla,Model 3,,Not an Owner,18,211163,Neutral,Overall Disappointment with the Brand
637925,27/12/2024,30/12/2024,UNSURE,5950,,Tesla,Model Y,,Not an Owner,17,211327,Negative,Quality
637925,27/12/2024,30/12/2024,UNSURE,5950,,Tesla,Model Y,,Not an Owner,17,211326,Negative,Overall Disappointment with the Brand
507021,03/01/2025,06/01/2025,IT,62,Neutral,Skoda,Enyaq,nan,Not an Owner,5,90206,Neutral,Interior Design
1345456,09/02/2025,10/02/2025,IT,576109,Positive,Tesla,Model Y,nan,Owner,17,729235,Positive,Overall Satisfaction With the Car
551616,10/01/2025,13/01/2025,UNSURE,194024,Negative,Tesla,Model Y,,Not an Owner,17,105839,Negative,Exterior Design
707136,11/01/2025,13/01/2025,ES,176538,Positive,Tesla,Model Y,UNSURE,Pre-Ownership,17,225608,Neutral,Test Drive
507073,03/01/2025,06/01/2025,FR,88,Neutral,Skoda,Enyaq,nan,Not an Owner,5,90259,Positive,Interior Design
507073,03/01/2025,06/01/2025,FR,88,Neutral,Skoda,Enyaq,nan,Not an Owner,5,90260,Negative,Charging Experience
507009,03/01/2025,06/01/2025,DE,173751,Negative,Skoda,Enyaq,nan,Owner,5,90194,Negative,Charging Experience
552268,09/01/2025,13/01/2025,DE,4497,Positive,Skoda,Enyaq,NULL,Owner,5,220293,Positive,Battery
552278,09/01/2025,13/01/2025,DE,316,Positive,Skoda,Enyaq,NULL,Owner,5,220298,Positive,Charging Infrastructure
552310,23/12/2024,30/12/2024,DE,4506,Positive,Skoda,Enyaq,NULL,Owner,5,219678,Neutral,Switching to Another Brand
552296,12/01/2025,13/01/2025,IT,4508,Positive,Skoda,Enyaq,,Owner,5,221114,Positive,Charging Infrastructure
551014,06/01/2025,13/01/2025,FR,195932,Neutral,Tesla,Model 3,nan,Showing Interest,18,128008,Positive,Overall Satisfaction With the Car
551014,06/01/2025,13/01/2025,FR,195932,Neutral,Tesla,Model 3,nan,Showing Interest,18,128005,Positive,Autonomy/Range
507476,04/01/2025,06/01/2025,ES,176416,Negative,Tesla,Model 3,Long Range,Pre-Ownership,18,129437,Negative,Switching to Another Brand
536141,10/01/2025,13/01/2025,ES,188393,Negative,Tesla,Model Y,nan,Showing Interest,17,136280,Negative,Autonomy/Range
515177,06/01/2025,13/01/2025,ES,178294,Neutral,Tesla,Model Y,nan,Showing Interest,17,143103,Neutral,Test Drive
515177,06/01/2025,13/01/2025,ES,178294,Neutral,Tesla,Model Y,nan,Showing Interest,17,143102,Positive,Autonomy/Range
515177,06/01/2025,13/01/2025,ES,178294,Neutral,Tesla,Model Y,nan,Showing Interest,17,143104,Neutral,Communication From Brand
552552,11/01/2025,13/01/2025,NL,3646,Negative,Tesla,Model 3,,Not an Owner,18,220991,Negative,Overall Disappointment with the Brand
716421,12/01/2025,13/01/2025,ES,176491,Neutral,Tesla,Model 3,,Not an Owner,18,226276,Positive,Overall Satisfaction With the Car
716421,12/01/2025,13/01/2025,ES,176491,Neutral,Tesla,Model Y,,Showing Interest,17,226277,Neutral,Handling/Driving Experience
721495,12/01/2025,13/01/2025,UNSURE,189759,Neutral,Tesla,Model Y,,Showing Interest,17,226778,Neutral,Overall Satisfaction With the Car
711640,11/01/2025,13/01/2025,IT,301046,Neutral,Tesla,Model 3,UNSURE,Owner,18,224746,Neutral,Autonomy/Range
690867,10/01/2025,13/01/2025,ES,177779,Negative,Tesla,Model 3,,Showing Interest,18,227601,Negative,Test Drive
552552,11/01/2025,13/01/2025,NL,3646,Negative,Tesla,Model Y,,Not an Owner,17,220992,Negative,Overall Disappointment with the Brand
507650,10/01/2025,13/01/2025,CN,176515,Neutral,Tesla,Model Y,,Showing Interest,17,220191,Neutral,Brand/Product Pride
713910,08/01/2025,13/01/2025,IT,301070,Neutral,Tesla,Model Y,Performance,Showing Interest,17,225921,Neutral,Price
713959,10/01/2025,13/01/2025,IT,301182,Neutral,Tesla,Model Y,,Not an Owner,17,225963,Neutral,Autonomy/Range
713954,10/01/2025,13/01/2025,IT,301207,Positive,Tesla,Model Y,nan,Owner,17,222994,Positive,Exterior Design
713954,10/01/2025,13/01/2025,IT,301207,Positive,Tesla,Model Y,nan,Showing Interest,17,222995,Positive,Brand/Product Pride
722824,12/01/2025,13/01/2025,ES,301402,Neutral,Tesla,Model 3,HL,Pre-Ownership,18,227088,Positive,Test Drive
722824,12/01/2025,13/01/2025,ES,301402,Neutral,Tesla,Model 3,HL,Pre-Ownership,18,227089,Neutral,Quality
722824,12/01/2025,13/01/2025,ES,301402,Neutral,Tesla,Model 3,HL,Pre-Ownership,18,227090,Neutral,Autonomy/Range
709376,08/01/2025,13/01/2025,IT,300857,Positive,Tesla,Model Y,,Owner,17,223726,Positive,Overall Satisfaction With the Car
552016,11/01/2025,13/01/2025,DE,4540,Neutral,Skoda,Enyaq,NULL,Pre-Ownership,5,220249,Neutral,Product Concern/Query
552130,12/01/2025,13/01/2025,DE,4508,Neutral,Skoda,Enyaq,NULL,Not an Owner,5,220265,Neutral,OEM Apps
508499,09/01/2025,13/01/2025,US,176833,Positive,Tesla,Model Y,,Not an Owner,17,220569,Positive,Overall Satisfaction With the Car
507587,04/01/2025,06/01/2025,UNSURE,176498,Neutral,Tesla,Model Y,,Not an Owner,17,221536,Positive,Overall Satisfaction With the Car
507646,07/01/2025,13/01/2025,UNSURE,176493,Neutral,Tesla,Model Y,,Showing Interest,17,221889,Neutral,Order Status
701501,04/01/2025,06/01/2025,UNSURE,300134,Neutral,Tesla,Model Y,,Showing Interest,17,222698,Neutral,Overall Satisfaction With the Car
721508,12/01/2025,13/01/2025,ES,177128,Positive,Tesla,Model 3,,Pre-Ownership,18,226787,Positive,Overall Satisfaction With the Car
721930,13/01/2025,20/01/2025,UNSURE,177461,Neutral,Tesla,Model 3,,Not an Owner,18,226888,Positive,Brand/Product Pride
690939,10/01/2025,13/01/2025,ES,176527,Negative,Tesla,Model Y,nan,Not an Owner,17,224791,Negative,Charging Infrastructure
690939,10/01/2025,13/01/2025,ES,176527,Negative,Tesla,Model Y,nan,Not an Owner,17,224792,Negative,Product Concern/Query
690939,10/01/2025,13/01/2025,ES,176527,Negative,Tesla,Model Y,nan,Not an Owner,17,224790,Negative,Quality
690867,10/01/2025,13/01/2025,ES,177779,Negative,Tesla,Model Y,,Showing Interest,17,227602,Neutral,Test Drive
690900,10/01/2025,13/01/2025,ES,188260,Negative,Tesla,Model 3,,Not an Owner,18,227619,Neutral,Product Concern/Query
707432,11/01/2025,13/01/2025,UNSURE,300312,Positive,Tesla,Model 3,,Owner,18,222407,Positive,Overall Satisfaction With the Car
707432,11/01/2025,13/01/2025,UNSURE,300312,Positive,Tesla,Model 3,,Owner,18,222408,Positive,Exterior Design
707432,11/01/2025,13/01/2025,UNSURE,300312,Positive,Tesla,Model Y,,Showing Interest,17,222409,Positive,Exterior Design
711371,05/01/2025,06/01/2025,IT,301050,Neutral,Tesla,Model 3,,Showing Interest,18,224499,Neutral,Accessories
722824,12/01/2025,13/01/2025,ES,301402,Neutral,Tesla,Model 3,HL,Pre-Ownership,18,227091,Neutral,Handling/Driving Experience
722824,12/01/2025,13/01/2025,ES,301402,Neutral,Tesla,Model 3,HL,Pre-Ownership,18,227092,Neutral,Interior Design
722824,12/01/2025,13/01/2025,ES,301402,Neutral,Tesla,Model 3,HL,Pre-Ownership,18,227093,Neutral,Exterior Design
701403,03/01/2025,06/01/2025,UNSURE,300054,Negative,Tesla,Model 3,,Not an Owner,18,228530,Negative,Overall Disappointment with the Brand
701403,03/01/2025,06/01/2025,UNSURE,300054,Negative,Tesla,Model Y,,Not an Owner,17,228531,Negative,Overall Disappointment with the Brand
701514,04/01/2025,06/01/2025,NO,300257,Neutral,Tesla,Model 3,,Not an Owner,18,228615,Neutral,Overall Satisfaction With the Car
707025,10/01/2025,13/01/2025,ES,176507,Neutral,Tesla,Model Y,,Pre-Ownership,17,222032,Neutral,Test Drive
707429,10/01/2025,13/01/2025,UNSURE,300052,Neutral,Tesla,Model Y,,Showing Interest,17,225614,Neutral,Product Concern/Query
707429,10/01/2025,13/01/2025,UNSURE,300052,Neutral,Tesla,Model 3,,Showing Interest,18,225615,Neutral,Product Concern/Query
711372,06/01/2025,13/01/2025,IT,301051,Neutral,Tesla,Model 3,,Owner,18,224500,Neutral,Accessories
551937,24/12/2024,30/12/2024,DE,598,Neutral,Skoda,Enyaq,85,Showing Interest,5,144468,Neutral,Test Drive
508408,06/01/2025,13/01/2025,UNSURE,176804,Negative,Tesla,Model 3,,Owner,18,124116,Negative,Overall Disappointment with the Brand
508408,06/01/2025,13/01/2025,UNSURE,176804,Negative,Tesla,Model Y,,Owner,17,124115,Negative,Overall Disappointment with the Brand
707126,11/01/2025,13/01/2025,UNSURE,176526,Neutral,Tesla,Model 3,,Not an Owner,18,222124,Neutral,Product Concern/Query
708596,08/01/2025,13/01/2025,UK,300275,Neutral,Tesla,Model 3,LR,Owner,18,223216,Neutral,Autonomy/Range
726579,13/01/2025,20/01/2025,NL,301820,Neutral,Skoda,Enyaq,,Showing Interest,5,230830,Neutral,Communication With Dealer
551932,25/12/2024,30/12/2024,DE,4454,Positive,Skoda,Enyaq,,Not an Owner,5,144449,Positive,Autonomy/Range
551932,25/12/2024,30/12/2024,DE,4454,Positive,Skoda,Enyaq,,Not an Owner,5,144450,Positive,Handling/Driving Experience
551932,25/12/2024,30/12/2024,DE,4454,Positive,Skoda,Enyaq,,Not an Owner,5,144451,Positive,Driving Technologies
551937,24/12/2024,30/12/2024,DE,598,Neutral,Skoda,Enyaq,85,Showing Interest,5,144469,Neutral,Autonomy/Range
551937,24/12/2024,30/12/2024,DE,598,Neutral,Skoda,Enyaq,85,Showing Interest,5,144470,Neutral,Charging Experience
551940,24/12/2024,30/12/2024,DE,503,Positive,Skoda,Enyaq,,Owner,5,144512,Positive,Autonomy/Range
551940,24/12/2024,30/12/2024,DE,503,Positive,Skoda,Enyaq,,Owner,5,144513,Positive,Charging Experience
552086,03/12/2024,09/12/2024,DE,657,Negative,Skoda,Enyaq,,Pre-Ownership,5,144656,Negative,Battery
551932,25/12/2024,30/12/2024,DE,4454,Positive,Skoda,Enyaq,,Not an Owner,5,144452,Positive,Safety & Security
551932,25/12/2024,30/12/2024,DE,4454,Positive,Skoda,Enyaq,,Not an Owner,5,144453,Positive,Quality
1198529,01/02/2025,03/02/2025,FR,530144,Neutral,Tesla,Model Y,nan,Pre-Ownership,17,638953,Negative,OEM Apps
1162697,27/01/2025,03/02/2025,DE,443455,Negative,Skoda,Enyaq,nan,Owner,5,613172,Negative,Equipment/Specifications
1453426,11/02/2025,17/02/2025,DE,443293,Negative,Skoda,Enyaq,nan,Owner,5,810510,Negative,Overall Disappointment With the Brand
627737,07/01/2025,13/01/2025,DE,269712,Neutral,Tesla,Model Y,,Showing Interest,17,212436,Neutral,Quality
627737,07/01/2025,13/01/2025,DE,269712,Neutral,Tesla,Model Y,,Showing Interest,17,212437,Neutral,Charging Infrastructure
552232,09/12/2024,16/12/2024,DE,4527,Neutral,Skoda,Enyaq,,Owner,5,144715,Positive,Autonomy/Range
552232,09/12/2024,16/12/2024,DE,4527,Neutral,Skoda,Enyaq,,Owner,5,144717,Neutral,Battery
552232,09/12/2024,16/12/2024,DE,4527,Neutral,Skoda,Enyaq,,Owner,5,144718,Neutral,Charging Infrastructure
552232,09/12/2024,16/12/2024,DE,4527,Neutral,Skoda,Enyaq,,Owner,5,144719,Positive,Exterior Design
552232,09/12/2024,16/12/2024,DE,4527,Neutral,Skoda,Enyaq,,Owner,5,144716,Neutral,OTA Update
552291,06/01/2025,13/01/2025,DE,196666,Positive,Skoda,Enyaq,,Pre-Ownership,5,144765,Positive,Charging Infrastructure
1198125,28/01/2025,03/02/2025,FR,187309,Negative,Tesla,Model 3,nan,Owner,18,642109,Negative,OEM Apps
1198047,27/01/2025,03/02/2025,FR,454683,Neutral,Tesla,UNSURE,nan,Owner,18,634518,Neutral,Order Status
533003,08/01/2025,13/01/2025,DE,187120,Negative,Tesla,Model 3,nan,Showing Interest,18,107755,Positive,Overall Satisfaction With the Car
523604,10/01/2025,13/01/2025,FR,184784,Positive,Tesla,Model 3,nan,Showing Interest,18,101925,Positive,Switching to Another Brand
627737,07/01/2025,13/01/2025,DE,269712,Neutral,Tesla,Model Y,,Showing Interest,17,212438,Neutral,Overall Satisfaction With the Car
627793,05/01/2025,06/01/2025,UK,5015,Negative,Skoda,Enyaq,,Not an Owner,5,218602,Negative,Quality
627793,05/01/2025,06/01/2025,UK,5015,Negative,Skoda,Enyaq,,Not an Owner,5,218601,Negative,Overall Disappointment with the Brand
1214926,30/01/2025,03/02/2025,NL,533033,Negative,Skoda,Enyaq,nan,Owner,5,643162,Negative,Product Concern/Query
1197928,27/01/2025,03/02/2025,FR,529935,Neutral,Tesla,Model 3,UNSURE,Owner,18,649664,Neutral,Product Concern/Query
1197926,27/01/2025,03/02/2025,FR,300938,Positive,Tesla,Model 3,nan,Owner,18,658976,Positive,Handling/Driving Experience
640477,22/12/2024,23/12/2024,US,6210,Neutral,Tesla,Model Y,,Not an Owner,17,184532,Neutral,Brand/Product Pride
1198452,29/01/2025,03/02/2025,FR,530443,Positive,Tesla,Model Y,Long Range,Pre-Ownership,17,615747,Positive,Communication From Brand
725825,02/01/2025,06/01/2025,NL,173314,Neutral,Tesla,Model Y,,Pre-Ownership,17,230520,Neutral,Delivery Timings
725826,02/01/2025,06/01/2025,NL,173384,Neutral,Tesla,Model Y,,Pre-Ownership,17,230521,Neutral,Order Status
725840,05/01/2025,06/01/2025,NL,173390,Neutral,Tesla,Model 3,,Owner,18,230531,Neutral,Equipment/Specifications
636079,29/11/2024,02/12/2024,UNSURE,17389,Positive,Skoda,Enyaq,,Not an Owner,5,218893,Positive,Overall Satisfaction With the Car
1198050,27/01/2025,03/02/2025,FR,454820,Negative,Tesla,Model 3,Performance,Owner,18,642768,Negative,Overall Disappointment With the Brand
1198322,28/01/2025,03/02/2025,FR,191596,Positive,Tesla,UNSURE,nan,Owner,18,633424,Positive,Aftersales (Dealer)
1198239,28/01/2025,03/02/2025,FR,187309,Neutral,Tesla,Model 3,nan,Owner,18,643227,Neutral,Owners Manual
1198330,28/01/2025,03/02/2025,FR,454894,Neutral,Tesla,Model 3,nan,Owner,18,614822,Neutral,Communication From Brand
1198301,28/01/2025,03/02/2025,FR,455817,Neutral,Tesla,Model 3,nan,Owner,18,653761,Negative,Equipment/Specifications
1198329,28/01/2025,03/02/2025,FR,455612,Positive,Tesla,Model 3,H,Owner,18,643229,Positive,Aftersales (Dealer)
523604,10/01/2025,13/01/2025,FR,184784,Positive,Tesla,Model 3,nan,Showing Interest,18,101924,Positive,Overall Satisfaction With the Car
551474,10/01/2025,13/01/2025,DE,196245,Neutral,Tesla,Model Y,nan,Not an Owner,17,122439,Neutral,Driving Technologies
552075,06/01/2025,13/01/2025,DE,4501,Positive,Skoda,Enyaq,NULL,Owner,5,108160,Positive,Quality
548279,10/01/2025,13/01/2025,UNSURE,194021,Neutral,Tesla,Model Y,,Showing Interest,17,102742,Neutral,Exterior Design
551798,07/01/2025,13/01/2025,UK,196464,Neutral,Tesla,Model 3,,Showing Interest,18,102864,Neutral,Product Concern/Query
551413,10/01/2025,13/01/2025,UNSURE,196200,Neutral,Tesla,Model 3,,Not an Owner,18,103325,Neutral,Autonomy/Range
551413,10/01/2025,13/01/2025,UNSURE,196200,Neutral,Tesla,Model 3,,Not an Owner,18,103326,Positive,Overall Satisfaction With the Car
533770,09/01/2025,13/01/2025,FR,187340,Neutral,Tesla,Model Y,Propulsion,Not an Owner,17,104068,Neutral,Price
1198305,28/01/2025,03/02/2025,FR,529824,Neutral,Tesla,Model Y,nan,Owner,17,659696,Neutral,Handling/Driving Experience
551909,25/12/2024,30/12/2024,DE,4470,Negative,Skoda,Enyaq,NULL,Owner,5,144374,Negative,Product Concern/Query
551912,25/12/2024,30/12/2024,DE,4462,Positive,Skoda,Enyaq,NULL,Owner,5,144377,Neutral,Product Concern/Query
551913,25/12/2024,30/12/2024,DE,4472,Neutral,Skoda,Enyaq,NULL,Owner,5,144378,Neutral,Product Concern/Query
552020,10/01/2025,13/01/2025,DE,79,Neutral,Skoda,Enyaq,NULL,Pre-Ownership,5,144506,Neutral,Battery
552195,07/01/2025,13/01/2025,DE,4526,Neutral,Skoda,Enyaq,NULL,Owner,5,144724,Negative,Charging Experience
552198,31/12/2024,06/01/2025,DE,440,Neutral,Skoda,Enyaq,NULL,Pre-Ownership,5,144726,Neutral,Infotainment
552229,15/12/2024,16/12/2024,DE,4489,Positive,Skoda,Enyaq,NULL,Showing Interest,5,144676,Positive,Overall Satisfaction With the Car
544982,08/01/2025,13/01/2025,UNSURE,191656,Positive,Skoda,Enyaq,,Showing Interest,5,104191,Neutral,Product Concern/Query
1103677,29/01/2025,03/02/2025,DE,187016,Negative,Skoda,Enyaq,nan,Owner,5,553480,Negative,12V Battery
726458,05/01/2025,06/01/2025,NL,4414,Negative,Tesla,Model Y,,Owner,17,230768,Negative,Infotainment
726458,05/01/2025,06/01/2025,NL,4414,Negative,Tesla,Model Y,,Owner,17,230769,Neutral,Charging Experience
620028,08/01/2025,13/01/2025,UK,264662,,Skoda,Enyaq,,Not an Owner,5,158521,Negative,Order Status
551939,24/12/2024,30/12/2024,DE,598,Positive,Skoda,Enyaq,NULL,Showing Interest,5,99156,Neutral,Autonomy/Range
551939,24/12/2024,30/12/2024,DE,598,Positive,Skoda,Enyaq,NULL,Showing Interest,5,99157,Neutral,Charging Experience
552031,28/12/2024,30/12/2024,DE,4540,Neutral,Skoda,Enyaq,NULL,Pre-Ownership,5,99200,Neutral,Product Concern/Query
551612,10/01/2025,13/01/2025,TR,196335,Neutral,Tesla,Model Y,,Showing Interest,17,103461,Neutral,Test Drive
511636,03/01/2025,06/01/2025,ES,176502,Neutral,Tesla,Model Y,nan,Pre-Ownership,17,108629,Positive,Autonomy/Range
508324,03/01/2025,06/01/2025,US,176772,Neutral,Tesla,Model Y,,Owner,17,109114,Negative,Handling/Driving Experience
508324,03/01/2025,06/01/2025,US,176772,Neutral,Tesla,Model Y,,Owner,17,109115,Positive,Quality
508324,03/01/2025,06/01/2025,US,176772,Neutral,Tesla,Model Y,,Owner,17,109116,Negative,Switching to Another Brand
508324,03/01/2025,06/01/2025,US,176772,Neutral,Tesla,Model Y,2025 Juniper / Opal,Owner,17,109111,Negative,Handling/Driving Experience
508324,03/01/2025,06/01/2025,US,176772,Neutral,Tesla,Model Y,2025 Juniper / Opal,Owner,17,109112,Positive,Quality
508324,03/01/2025,06/01/2025,US,176772,Neutral,Tesla,Model Y,2025 Juniper / Opal,Owner,17,109113,Negative,Switching to Another Brand
526067,08/01/2025,13/01/2025,IT,184940,Negative,Tesla,Model Y,,Not an Owner,17,110502,Negative,Autonomy/Range
545741,10/01/2025,13/01/2025,UNSURE,192187,Neutral,Tesla,Model Y,,Not an Owner,17,108821,Negative,Quality
549343,08/01/2025,13/01/2025,AU,857,Positive,Tesla,Model Y,,Not an Owner,17,108865,Neutral,Overall Satisfaction With the Car
549343,08/01/2025,13/01/2025,AU,857,Positive,Tesla,Model 3,,Not an Owner,18,108864,Neutral,Overall Satisfaction With the Car
546873,10/01/2025,13/01/2025,UK,192974,Positive,Tesla,Model Y,,Not an Owner,17,105263,Positive,Autonomy/Range
546873,10/01/2025,13/01/2025,UK,192974,Positive,Tesla,Model Y,,Not an Owner,17,105264,Positive,Quality
546873,10/01/2025,13/01/2025,UK,192974,Positive,Tesla,Model Y,,Not an Owner,17,105265,Neutral,Product Concern/Query
546873,10/01/2025,13/01/2025,UK,192974,Positive,Tesla,Model Y,,Not an Owner,17,105267,Negative,Switching to Another Brand
546873,10/01/2025,13/01/2025,UK,192974,Positive,Tesla,Model Y,,Not an Owner,17,105266,Negative,Overall Disappointment with the Brand
546873,10/01/2025,13/01/2025,UK,192974,Positive,Tesla,Model 3,,Not an Owner,18,105258,Positive,Autonomy/Range
546873,10/01/2025,13/01/2025,UK,192974,Positive,Tesla,Model 3,,Not an Owner,18,105259,Positive,Quality
546873,10/01/2025,13/01/2025,UK,192974,Positive,Tesla,Model 3,,Not an Owner,18,105260,Neutral,Product Concern/Query
546873,10/01/2025,13/01/2025,UK,192974,Positive,Tesla,Model 3,,Not an Owner,18,105262,Negative,Switching to Another Brand
544862,10/01/2025,13/01/2025,SE,191546,Negative,Tesla,Model Y,,Not an Owner,17,108956,Negative,Product Concern/Query
544862,10/01/2025,13/01/2025,SE,191546,Negative,Tesla,Model Y,,Not an Owner,17,108957,Negative,Quality
544862,10/01/2025,13/01/2025,SE,191546,Negative,Tesla,Model Y,,Not an Owner,17,108958,Negative,Communication From Brand
544862,10/01/2025,13/01/2025,SE,191546,Negative,Tesla,Model Y,,Not an Owner,17,108959,Negative,Overall Disappointment with the Brand
544862,10/01/2025,13/01/2025,SE,191546,Negative,Skoda,Enyaq,85,Showing Interest,5,108952,Positive,Quality
544862,10/01/2025,13/01/2025,SE,191546,Negative,Skoda,Enyaq,85,Showing Interest,5,108953,Negative,Safety & Security
544862,10/01/2025,13/01/2025,SE,191546,Negative,Skoda,Enyaq,85,Showing Interest,5,108954,Positive,Overall Satisfaction With the Car
544862,10/01/2025,13/01/2025,SE,191546,Negative,Skoda,Enyaq,85,Showing Interest,5,108955,Negative,Resale Value
551628,10/01/2025,13/01/2025,UNSURE,196319,Neutral,Tesla,Model 3,,Not an Owner,18,110174,Neutral,Battery
551628,10/01/2025,13/01/2025,UNSURE,196319,Neutral,Tesla,Model Y,,Not an Owner,17,110173,Neutral,Battery
516131,10/01/2025,13/01/2025,NL,173379,Neutral,Tesla,Model 3,Long Range RWD,Pre-Ownership,18,110313,Neutral,Order Status
545884,08/01/2025,13/01/2025,DE,192283,Neutral,Tesla,Model Y,,Not an Owner,17,118270,Positive,Overall Satisfaction With the Car
544962,09/01/2025,13/01/2025,UNSURE,191638,Neutral,Skoda,Enyaq,,Not an Owner,5,105783,Neutral,Exterior Design
527067,10/01/2025,13/01/2025,IT,185101,Neutral,Tesla,Model Y,,Not an Owner,17,106231,Neutral,Product Concern/Query
548369,10/01/2025,13/01/2025,UNSURE,194087,Negative,Tesla,Model Y,Juniper,Showing Interest,17,107076,Negative,Quality
548369,10/01/2025,13/01/2025,UNSURE,194087,Negative,Tesla,Model Y,Juniper,Showing Interest,17,107077,Negative,Equipment/Specifications
548369,10/01/2025,13/01/2025,UNSURE,194087,Negative,Tesla,Model Y,Juniper,Showing Interest,17,107078,Negative,Autonomy/Range
548369,10/01/2025,13/01/2025,UNSURE,194087,Negative,Tesla,Model Y,Juniper,Showing Interest,17,107079,Negative,Price
548369,10/01/2025,13/01/2025,UNSURE,194087,Negative,Tesla,Model Y,Juniper,Showing Interest,17,107080,Negative,Overall Disappointment with the Brand
551387,10/01/2025,13/01/2025,UNSURE,196182,Neutral,Tesla,Model Y,,Owner,17,107231,Neutral,Product Concern/Query
551389,10/01/2025,13/01/2025,AU,191975,Neutral,Tesla,Model 3,Performance,Not an Owner,18,112075,Neutral,Quality
551389,10/01/2025,13/01/2025,AU,191975,Neutral,Tesla,Model 3,Performance,Not an Owner,18,112076,Neutral,Autonomy/Range
546873,10/01/2025,13/01/2025,UK,192974,Positive,Tesla,Model 3,,Not an Owner,18,105261,Negative,Overall Disappointment with the Brand
526106,08/01/2025,13/01/2025,IT,58,Negative,Tesla,Model Y,Long Range,Not an Owner,17,110537,Negative,Autonomy/Range
526106,08/01/2025,13/01/2025,IT,58,Negative,Tesla,Model Y,Long Range,Not an Owner,17,110538,Negative,Product Concern/Query
516215,09/01/2025,13/01/2025,NL,1599,Neutral,Skoda,Enyaq,,Not an Owner,5,105368,Neutral,Equipment/Specifications
526129,08/01/2025,13/01/2025,IT,56,Neutral,Tesla,Model Y,,Not an Owner,17,110398,Positive,Autonomy/Range
526148,08/01/2025,13/01/2025,IT,56,Negative,Tesla,Model Y,Long Range,Not an Owner,17,110415,Neutral,Autonomy/Range
526148,08/01/2025,13/01/2025,IT,56,Negative,Tesla,Model Y,Long Range,Not an Owner,17,110416,Negative,Quality
534657,06/01/2025,13/01/2025,FR,136,Neutral,Skoda,Enyaq,,Showing Interest,5,112813,Neutral,Overall Satisfaction With the Car
534657,06/01/2025,13/01/2025,FR,136,Neutral,Skoda,Enyaq,,Showing Interest,5,112814,Neutral,Quality
545884,08/01/2025,13/01/2025,DE,192283,Neutral,Tesla,Model Y,,Not an Owner,17,118271,Neutral,Resale Value
549313,08/01/2025,13/01/2025,ES,176441,Negative,Tesla,Model Y,,Not an Owner,17,128940,Negative,Quality
549313,08/01/2025,13/01/2025,ES,176441,Negative,Tesla,Model Y,,Not an Owner,17,128939,Negative,Overall Disappointment with the Brand
549356,07/01/2025,13/01/2025,ES,177241,Negative,Tesla,Model Y,,Owner,17,128979,Negative,Quality
545884,08/01/2025,13/01/2025,DE,192283,Neutral,Tesla,Model 3,,Not an Owner,18,118269,Neutral,Overall Satisfaction With the Car
519646,10/01/2025,13/01/2025,AU,183026,Positive,Tesla,Model Y,,Not an Owner,17,118627,Positive,Quality
519646,10/01/2025,13/01/2025,AU,183026,Positive,Tesla,Model Y,,Not an Owner,17,118628,Positive,Interior Design
551578,10/01/2025,13/01/2025,AU,791,Positive,Tesla,Model Y,,Showing Interest,17,124749,Neutral,Test Drive
551578,10/01/2025,13/01/2025,AU,791,Positive,Tesla,Model Y,,Showing Interest,17,124750,Neutral,Quality
546525,06/01/2025,13/01/2025,TH,192704,Positive,Tesla,Model 3,,Not an Owner,18,124772,Neutral,Quality
546525,06/01/2025,13/01/2025,TH,192704,Positive,Tesla,Model 3,,Not an Owner,18,124773,Neutral,Overall Satisfaction With the Car
551484,10/01/2025,13/01/2025,UNSURE,196253,Positive,Tesla,Model Y,,Not an Owner,17,124900,Negative,Overall Disappointment with the Brand
549356,07/01/2025,13/01/2025,ES,177241,Negative,Tesla,Model Y,,Owner,17,128978,Negative,Overall Disappointment with the Brand
549379,07/01/2025,13/01/2025,UNSURE,193720,Neutral,Tesla,Model 3,,Not an Owner,18,107460,Neutral,Quality
551484,10/01/2025,13/01/2025,UNSURE,196253,Positive,Tesla,Model 3,,Not an Owner,18,124898,Negative,Overall Disappointment with the Brand
551484,10/01/2025,13/01/2025,UNSURE,196253,Positive,Tesla,Model 3,,Not an Owner,18,124899,Negative,Quality
1117853,30/01/2025,03/02/2025,NL,409247,Positive,Tesla,Model Y,nan,Owner,17,589941,Negative,Satisfaction With Handover
1117853,30/01/2025,03/02/2025,NL,409247,Positive,Tesla,Model Y,nan,Owner,17,589942,Negative,Customer Care
1117853,30/01/2025,03/02/2025,NL,409247,Positive,Tesla,Model Y,nan,Owner,17,589943,Positive,Overall Satisfaction With the Car
544953,09/01/2025,13/01/2025,UK,191630,Neutral,Skoda,Enyaq,,Showing Interest,5,121818,Neutral,Delivery Timings
544953,09/01/2025,13/01/2025,UK,191630,Neutral,Skoda,Enyaq,,Showing Interest,5,121819,Negative,Connectivity (OEM Apps)
551460,10/01/2025,13/01/2025,UNSURE,196237,Neutral,Tesla,Model Y,,Not an Owner,17,122435,Neutral,Exterior Design
